priref,lref,path,width,height,megapixels,soort,is_color,sitter_count,sitter_ids,date,objectcat,artist_name
160918,10750426,D:\thesis\images\10750426.jpg,1341,2110,2.83,original photograph,False,1,131009,1860,carte-de-visite,"Marcussen, Christiaan"
160919,10750427,D:\thesis\images\10750427.jpg,1285,2159,2.774,original photograph,False,1,131010,1859,carte-de-visite,"Delboy, Anton"
160921,10750429,D:\thesis\images\10750429.jpg,1344,2183,2.934,original photograph,False,1,131011,1860,carte-de-visite,Mondel &amp; Jacob
160922,10750430,D:\thesis\images\10750430.jpg,1755,2693,4.726,original photograph,False,1,131012,1890,carte-de-visite,Anoniem
160924,10750432,D:\thesis\images\10750432.jpg,1479,2240,3.313,original photograph,False,1,131013,1860,carte-de-visite,Anoniem
160925,10750433,D:\thesis\images\10750433.jpg,1327,2176,2.888,original photograph,False,1,131014,1860,carte-de-visite,"Fuchs, Eduard"
160927,10750435,D:\thesis\images\10750435.jpg,1471,2200,3.236,original photograph,False,1,131016,1860,carte-de-visite,"Pronk, Henri"
160929,10750437,D:\thesis\images\10750437.jpg,1261,2119,2.672,original photograph,False,1,131018,1860,carte-de-visite,Anoniem
160931,10750439,D:\thesis\images\10750439.jpg,1444,2238,3.232,original photograph,False,1,131020,1860,carte-de-visite,Anoniem
160933,10750441,D:\thesis\images\10750441.jpg,1359,2102,2.857,original photograph,False,1,131021,1866,carte-de-visite,"Huijbers, J.F."
160935,10750443,D:\thesis\images\10750443.jpg,1279,2221,2.841,original photograph,False,1,131022,1860,carte-de-visite,Wegner &amp; Mottu
160937,10750446,D:\thesis\images\10750446.jpg,1304,2166,2.824,original photograph,False,1,131023,1860,carte-de-visite,Anoniem
160938,10750447,D:\thesis\images\10750447.jpg,1352,2166,2.928,original photograph,False,1,131023,1860,carte-de-visite,Anoniem
160939,10750448,D:\thesis\images\10750448.jpg,1232,2254,2.777,original photograph,False,1,131023,1860,carte-de-visite,Anoniem
160940,10750449,D:\thesis\images\10750449.jpg,1304,2126,2.772,original photograph,False,1,131023,1860,carte-de-visite,Anoniem
160942,10750451,D:\thesis\images\10750451.jpg,1352,2182,2.95,original photograph,False,1,131024,1878,carte-de-visite,"Lavieter &amp; Co, De"
160943,10750452,D:\thesis\images\10750452.jpg,1408,2167,3.051,original photograph,False,1,131025,1860,carte-de-visite,"Verveer, Maurits"
160944,10750453,D:\thesis\images\10750453.jpg,1320,2111,2.787,original photograph,False,1,131026,1859,carte-de-visite,"Koningsveld, Jacobus van"
160945,10750454,D:\thesis\images\10750454.jpg,1352,2031,2.746,original photograph,False,1,131027,1860,carte-de-visite,"Karsses, Johannes Wilhelmus"
160946,10750455,D:\thesis\images\10750455.jpg,1336,2119,2.831,original photograph,False,1,131028,1870,carte-de-visite,"Wagenaar, Petrus"
160947,10750456,D:\thesis\images\10750456.jpg,1825,2933,5.353,original photograph,False,1,131029,1860,carte-de-visite,"Bosse, M."
160948,10750457,D:\thesis\images\10750457.jpg,1312,2206,2.894,original photograph,False,1,131030,1860,carte-de-visite,Woodbury &amp; Page
160951,10750460,D:\thesis\images\10750460.jpg,1288,2069,2.665,original photograph,False,1,131033,1865,carte-de-visite,"Hax, F."
160953,10750462,D:\thesis\images\10750462.jpg,1360,2132,2.9,original photograph,False,1,131035,1871,carte-de-visite,"Grammann, Wilhelm J."
160955,10750464,D:\thesis\images\10750464.jpg,1224,2190,2.681,BD/RKD/IB/ORIGINALS (ON APPOINTMENT),False,1,131035,1875,carte-de-visite,"Greiner, Albert"
160957,10750466,D:\thesis\images\10750466.jpg,1424,2206,3.141,original photograph,False,1,131037,1889,carte-de-visite,"Zimmermans, Adolphe"
160958,10750467,D:\thesis\images\10750467.jpg,1336,2190,2.926,original photograph,False,1,131038,1860,carte-de-visite,"Jasper, J.B."
160959,10750468,D:\thesis\images\10750468.jpg,1368,2190,2.996,original photograph,False,1,131039,1886,carte-de-visite,"Greiner, Albert"
160961,10750470,D:\thesis\images\10750470.jpg,1368,2126,2.908,original photograph,False,1,117341,1871,carte-de-visite,"Mulder, Jan George"
160962,10750471,D:\thesis\images\10750471.jpg,1352,2166,2.928,original photograph,False,1,117341,1871,carte-de-visite,"Mulder, Jan George"
160963,10750472,D:\thesis\images\10750472.jpg,1368,2168,2.966,original photograph,False,1,131040,1862,carte-de-visite,"Wegner, Louis"
160965,10750474,D:\thesis\images\10750474.jpg,1256,2016,2.532,original photograph,False,1,131041,1860,carte-de-visite,Anoniem
160967,10750476,D:\thesis\images\10750476.jpg,1333,2151,2.867,original photograph,False,1,104355,1860,carte-de-visite,Anoniem
160968,10750477,D:\thesis\images\10750477.jpg,1349,2103,2.837,original photograph,False,1,104357,1865,carte-de-visite,"Bruining, Bernardus"
160969,10750478,D:\thesis\images\10750478.jpg,1269,2167,2.75,original photograph,False,1,131043,1855,carte-de-visite,"Tinker, Willem"
160970,10750479,D:\thesis\images\10750479.jpg,1373,2167,2.975,original photograph,False,1,131044,1870,carte-de-visite,Charles
160971,10750480,D:\thesis\images\10750480.jpg,1440,2149,3.095,original photograph,False,1,131045,1860,carte-de-visite,"Kolkow, Friedrich Julius von"
160972,10750481,D:\thesis\images\10750481.jpg,1352,2141,2.895,original photograph,False,1,131045,1860,carte-de-visite,"Egenberger, Johannes Hinderikus"
160974,10750483,D:\thesis\images\10750483.jpg,1280,2165,2.771,original photograph,False,1,131048,1860,carte-de-visite,Anoniem
160975,10750484,D:\thesis\images\10750484.jpg,1416,2167,3.068,original photograph,False,1,131049,1860,carte-de-visite,Busenbender &amp; Co
160976,10750485,D:\thesis\images\10750485.jpg,1392,2159,3.005,original photograph,False,1,8546,1876,carte-de-visite,"Kolkow, Friedrich Julius von"
160977,10750486,D:\thesis\images\10750486.jpg,1296,2183,2.829,original photograph,False,1,131051,1865,carte-de-visite,"Greiner, Albert"
160978,10750487,D:\thesis\images\10750487.jpg,1288,2135,2.75,original photograph,False,1,131052,1862,carte-de-visite,Anoniem
160980,10750489,D:\thesis\images\10750489.jpg,1349,2198,2.965,original photograph,False,1,131053,1860,carte-de-visite,Anoniem
160981,10750490,D:\thesis\images\10750490.jpg,1325,2190,2.902,original photograph,False,1,131051,1860,carte-de-visite,Anoniem
160984,10750493,D:\thesis\images\10750493.jpg,1341,2158,2.894,original photograph,False,1,131051,1860,carte-de-visite,Anoniem
160985,10750494,D:\thesis\images\10750494.jpg,1317,2182,2.874,original photograph,False,1,131051,1860,carte-de-visite,Anoniem
160988,10750497,D:\thesis\images\10750497.jpg,1325,2222,2.944,original photograph,False,1,131055,1860,carte-de-visite,Anoniem
160989,10750498,D:\thesis\images\10750498.jpg,1293,2158,2.79,original photograph,False,1,131055,1860,carte-de-visite,Anoniem
160990,10750499,D:\thesis\images\10750499.jpg,1285,2078,2.67,original photograph,False,1,131055,1867,carte-de-visite,"Böeseken, A."
160992,10750501,D:\thesis\images\10750501.jpg,1344,2055,2.762,original photograph,False,1,131057,1860,carte-de-visite,"Watkins, John (1823-1874)"
160993,10750502,D:\thesis\images\10750502.jpg,1376,2111,2.905,original photograph,False,1,131057,1860,carte-de-visite,"Watkins, John (1823-1874)"
160994,10750503,D:\thesis\images\10750503.jpg,1368,2247,3.074,original photograph,False,1,131057,1874,carte-de-visite,"Robert, C. (fotograaf)"
160995,10750504,D:\thesis\images\10750504.jpg,1335,2231,2.978,original photograph,False,1,131058,1860,carte-de-visite,"Worp, Herman van der"
160996,10750505,D:\thesis\images\10750505.jpg,1415,2191,3.1,original photograph,False,1,131059,1860,carte-de-visite,"Baer, Johannes"
160997,10750506,D:\thesis\images\10750506.jpg,1407,2167,3.049,original photograph,False,1,131060,1860,carte-de-visite,"Böeseken, A."
160998,10750507,D:\thesis\images\10750507.jpg,1383,2223,3.074,original photograph,False,1,131061,1860,carte-de-visite,"Radermacher, E."
160999,10750508,D:\thesis\images\10750508.jpg,1399,2127,2.976,original photograph,False,1,131062,1860,carte-de-visite,"Amand, Gustaaf Leonardus Adolf"
161001,10750510,D:\thesis\images\10750510.jpg,1399,2222,3.109,original photograph,False,1,131064,1900,carte-de-visite,Martin &amp; Son
161002,10750511,D:\thesis\images\10750511.jpg,1367,2183,2.984,original photograph,False,1,131064,1881,carte-de-visite,"Cosman, Max"
161004,10750513,D:\thesis\images\10750513.jpg,1335,2190,2.924,original photograph,False,1,131066,1860,carte-de-visite,"Egenberger, Johannes Hinderikus"
161005,10750514,D:\thesis\images\10750514.jpg,1351,2277,3.076,original photograph,False,1,131067,1869,carte-de-visite,C. Janssens &amp; E. Radermacher Photographes
161006,10750515,D:\thesis\images\10750515.jpg,1319,2230,2.941,original photograph,False,1,131068,1860,carte-de-visite,"Egenberger, Johannes Hinderikus"
161007,10750516,D:\thesis\images\10750516.jpg,1327,2053,2.724,original photograph,False,1,131069,1860,carte-de-visite,"Reesinck, J.C."
161008,10750517,D:\thesis\images\10750517.jpg,1375,2188,3.009,original photograph,False,1,131070,1882,carte-de-visite,"Mulder, George Lodewijk"
161009,10750518,D:\thesis\images\10750518.jpg,1351,2124,2.87,original photograph,False,1,131071,1860,carte-de-visite,Anoniem
161011,10750520,D:\thesis\images\10750520.jpg,1390,2166,3.011,original photograph,False,1,131073,1860,carte-de-visite,"Baer, Wilhelm Gerardus"
161015,10750524,D:\thesis\images\10750524.jpg,1327,2214,2.938,original photograph,False,1,131077,1860,carte-de-visite,Anoniem
161016,10750525,D:\thesis\images\10750525.jpg,1367,2190,2.994,original photograph,False,1,131078,1860,carte-de-visite,Anoniem
161018,10750527,D:\thesis\images\10750527.jpg,1351,2134,2.883,original photograph,False,1,131080,1867,carte-de-visite,"Böeseken, A."
161019,10750528,D:\thesis\images\10750528.jpg,1367,2198,3.005,original photograph,False,1,131081,1881,carte-de-visite,"Cosman, Max"
161021,10750530,D:\thesis\images\10750530.jpg,1359,2159,2.934,original photograph,False,1,131083,1860,carte-de-visite,"Stok, Antonius Joannes van der"
161022,10750531,D:\thesis\images\10750531.jpg,1319,2070,2.73,original photograph,False,1,131084,1860,carte-de-visite,Anoniem
161024,10750533,D:\thesis\images\10750533.jpg,1407,2207,3.105,original photograph,False,1,131086,1886,carte-de-visite,"Zimmermans, Adolphe"
161025,10750534,D:\thesis\images\10750534.jpg,1375,2143,2.947,original photograph,False,1,131087,1860,carte-de-visite,Kannemans en Zoon
161026,10750535,D:\thesis\images\10750535.jpg,1391,2103,2.925,original photograph,False,1,131088,1873,carte-de-visite,"Grammann, Wilhelm J."
161027,10750536,D:\thesis\images\10750536.jpg,1399,2214,3.097,original photograph,False,1,131089,1860,carte-de-visite,"Olland, H.R."
161028,10750537,D:\thesis\images\10750537.jpg,1343,2175,2.921,original photograph,False,1,131090,1865,carte-de-visite,"Lavieter &amp; Co, De"
161029,10750538,D:\thesis\images\10750538.jpg,1375,2183,3.002,original photograph,False,1,131091,1860,carte-de-visite,"Delabarre, A."
161031,10750540,D:\thesis\images\10750540.jpg,1304,2125,2.771,original photograph,False,1,131093,1865,carte-de-visite,Anoniem
161032,10750541,D:\thesis\images\10750541.jpg,1408,2197,3.093,original photograph,False,1,131092,1860,carte-de-visite,"Bruining, Bernardus"
161033,10750542,D:\thesis\images\10750542.jpg,1320,2237,2.953,original photograph,False,1,131092,1861,carte-de-visite,"Westerborg, Carel Eduard"
161037,10750546,D:\thesis\images\10750546.jpg,1416,2087,2.955,original photograph,False,1,131092,1862,carte-de-visite,"Severin, Robert"
161038,10750547,D:\thesis\images\10750547.jpg,1352,2206,2.983,original photograph,False,1,131092,1872,carte-de-visite,"Westerborg, Carel Eduard"
161039,10750548,D:\thesis\images\10750548.jpg,1360,2215,3.012,original photograph,False,1,131092,1860,carte-de-visite,"Burbach, J.J."
161040,10750549,D:\thesis\images\10750549.jpg,1408,1991,2.803,original photograph,False,1,131092,1879,carte-de-visite,"Westerborg, Carel Eduard"
161041,10750550,D:\thesis\images\10750550.jpg,1352,2087,2.822,original photograph,False,1,130463,1861,carte-de-visite,"Westerborg, Carel Eduard"
161042,10750551,D:\thesis\images\10750551.jpg,1376,2215,3.048,original photograph,False,1,131094,1860,carte-de-visite,"Verveer, Maurits"
161043,10750552,D:\thesis\images\10750552.jpg,1328,2127,2.825,original photograph,False,1,131094,1888,carte-de-visite,"Lavieter &amp; Co, De"
161044,10750553,D:\thesis\images\10750553.jpg,1400,2127,2.978,original photograph,False,1,131095,1874,carte-de-visite,"Westerborg, Carel Eduard"
161045,10750554,D:\thesis\images\10750554.jpg,1288,2159,2.781,original photograph,False,1,131095,1861,carte-de-visite,"Westerborg, Carel Eduard"
161047,10750556,D:\thesis\images\10750556.jpg,1328,2182,2.898,original photograph,False,1,131095,1865,carte-de-visite,"Moonen, Johannes"
161049,10750558,D:\thesis\images\10750558.jpg,1328,2030,2.696,original photograph,False,1,131097,1900,carte-de-visite,"Devolder, L."
161050,10750559,D:\thesis\images\10750559.jpg,1272,2206,2.806,original photograph,False,1,131098,1861,carte-de-visite,"Westerborg, Carel Eduard"
161053,10750562,D:\thesis\images\10750562.jpg,1320,2197,2.9,original photograph,False,1,131098,1860,carte-de-visite,"Conen, Matthijs Adolph"
161054,10750563,D:\thesis\images\10750563.jpg,1407,2181,3.069,original photograph,False,1,131099,1889,carte-de-visite,"Westerborg, Carel Eduard"
161055,10750564,D:\thesis\images\10750564.jpg,1368,2118,2.897,original photograph,False,1,131099,1870,carte-de-visite,Servais Frères
161056,10750565,D:\thesis\images\10750565.jpg,1344,2278,3.062,original photograph,False,1,203135,1861,carte-de-visite,"Westerborg, Carel Eduard"
161057,10750566,D:\thesis\images\10750566.jpg,1368,2134,2.919,original photograph,False,1,203135,1860,carte-de-visite,Wegner &amp; Mottu
161058,10750567,D:\thesis\images\10750567.jpg,1360,2166,2.946,original photograph,False,1,131099,1860,carte-de-visite,"Erkelenz, Adolph"
161059,10750568,D:\thesis\images\10750568.jpg,1344,2238,3.008,original photograph,False,1,131100,1861,carte-de-visite,"Westerborg, Carel Eduard"
161060,10750569,D:\thesis\images\10750569.jpg,1312,2134,2.8,original photograph,False,1,131100,1860,carte-de-visite,Confeld von Felbert
161061,10392732,D:\thesis\images\10392732.jpg,2837,4494,12.749,digital color photograph,True,1,131100,1872,carte-de-visite,"Büttinghausen, Otto"
161064,10750573,D:\thesis\images\10750573.jpg,1424,2190,3.119,original photograph,False,1,131102,1866,carte-de-visite,"Kampf, August"
161065,10750574,D:\thesis\images\10750574.jpg,1376,2126,2.925,original photograph,False,1,131103,1860,carte-de-visite,"Korfmacher, Gerard Karel Martin Hubert"
161066,10750575,D:\thesis\images\10750575.jpg,1344,2118,2.847,original photograph,False,1,131103,1860,carte-de-visite,"Korfmacher, Gerard Karel Martin Hubert"
161067,10750576,D:\thesis\images\10750576.jpg,1398,2150,3.006,original photograph,False,1,125744,1860,carte-de-visite,"Stok, Antonius Joannes van der"
161068,10750577,D:\thesis\images\10750577.jpg,1342,2054,2.756,original photograph,False,1,131104,1860,carte-de-visite,Confeld von Felbert
161069,10750578,D:\thesis\images\10750578.jpg,1398,2198,3.073,original photograph,False,1,131105,1860,carte-de-visite,Ghémar Frères
161070,10750579,D:\thesis\images\10750579.jpg,1374,2166,2.976,original photograph,False,1,131106,1860,carte-de-visite,"Mitkiewicz, Cesar"
161071,10750580,D:\thesis\images\10750580.jpg,1384,2109,2.919,original photograph,False,1,131107,1860,carte-de-visite,"Pronk, Henri"
161074,10750583,D:\thesis\images\10750583.jpg,1352,2237,3.024,original photograph,False,1,131109,1865,carte-de-visite,"Schaffers, Nestor"
161075,10750584,D:\thesis\images\10750584.jpg,1367,2150,2.939,original photograph,False,1,131110,1879,carte-de-visite,"Greiner, Albert"
161077,10750586,D:\thesis\images\10750586.jpg,1327,2182,2.896,original photograph,False,1,131112,1860,carte-de-visite,Anoniem
161079,10750588,D:\thesis\images\10750588.jpg,1400,2166,3.032,original photograph,False,1,131114,1860,carte-de-visite,"Reesinck, J.C."
161080,10750589,D:\thesis\images\10750589.jpg,1400,2198,3.077,original photograph,False,1,131115,1900,carte-de-visite,"Meyer &amp; Co., J."
161081,10750590,D:\thesis\images\10750590.jpg,1384,1871,2.589,original photograph,False,1,131117,1907,carte-de-visite,Anoniem
161082,10750591,D:\thesis\images\10750591.jpg,1392,2159,3.005,original photograph,False,1,131117,1860,carte-de-visite,Koene &amp; Büttinghausen
161083,10750592,D:\thesis\images\10750592.jpg,1358,2173,2.951,original photograph,False,1,131117,1891,carte-de-visite,"Louw, Henri de"
161084,10750593,D:\thesis\images\10750593.jpg,1342,2133,2.862,original photograph,False,1,131117,1888,carte-de-visite,"Lavieter &amp; Co, De"
161085,10750594,D:\thesis\images\10750594.jpg,1414,2213,3.129,original photograph,False,1,131119,1895,carte-de-visite,Rumbler
161092,10750601,D:\thesis\images\10750601.jpg,1398,2173,3.038,original photograph,False,1,131124,1860,carte-de-visite,"Salzwedel, Herman"
161093,10750602,D:\thesis\images\10750602.jpg,1270,2164,2.748,original photograph,False,1,131125,1860,carte-de-visite,Anoniem
161094,10750603,D:\thesis\images\10750603.jpg,1558,2221,3.46,original photograph,False,1,131126,1860,carte-de-visite,Anoniem
161095,10750604,D:\thesis\images\10750604.jpg,1333,2238,2.983,original photograph,False,1,131127,1865,carte-de-visite,"Matthey, K."
161096,10750605,D:\thesis\images\10750605.jpg,1349,2182,2.944,original photograph,False,1,131128,1860,carte-de-visite,Disdéri &amp; Cie
161098,10750607,D:\thesis\images\10750607.jpg,1341,2213,2.968,original photograph,False,1,131130,1860,carte-de-visite,"Fuchs, Eduard"
161099,10750608,D:\thesis\images\10750608.jpg,1246,2111,2.63,original photograph,False,1,131130,1860,carte-de-visite,Anoniem
161102,10750611,D:\thesis\images\10750611.jpg,1549,2198,3.405,original photograph,False,1,131135,1860,carte-de-visite,Anoniem
161103,10750612,D:\thesis\images\10750612.jpg,1325,2189,2.9,original photograph,False,1,131136,1860,carte-de-visite,"Kolkow, Friedrich Julius von"
161104,10750613,D:\thesis\images\10750613.jpg,1373,2125,2.918,original photograph,False,1,131137,1860,carte-de-visite,Wegner &amp; Mottu
161105,10750614,D:\thesis\images\10750614.jpg,1317,2221,2.925,original photograph,False,1,131138,1864,carte-de-visite,"Greiner, Albert"
161107,10750616,D:\thesis\images\10750616.jpg,1320,2205,2.911,original photograph,False,1,131140,1864,carte-de-visite,"Greiner, Albert"
161108,10750617,D:\thesis\images\10750617.jpg,1328,2205,2.928,original photograph,False,1,131140,1864,carte-de-visite,"Greiner, Albert"
161109,10750618,D:\thesis\images\10750618.jpg,1304,2197,2.865,original photograph,False,1,131140,1864,carte-de-visite,"Greiner, Albert"
161110,10750619,D:\thesis\images\10750619.jpg,1392,2165,3.014,original photograph,False,1,131141,1897,carte-de-visite,"Deutmann, Herman"
161111,10750620,D:\thesis\images\10750620.jpg,1335,2214,2.956,original photograph,False,1,131139,1864,carte-de-visite,"Greiner, Albert"
161112,10750621,D:\thesis\images\10750621.jpg,1319,2166,2.857,original photograph,False,1,131139,1864,carte-de-visite,"Greiner, Albert"
161113,10750622,D:\thesis\images\10750622.jpg,1303,2222,2.895,original photograph,False,1,104430,1874,carte-de-visite,"Greiner, Albert"
161114,10750623,D:\thesis\images\10750623.jpg,1367,2158,2.95,original photograph,False,1,131142,1860,carte-de-visite,"Winsheijm, D.W.J. van"
161115,10750624,D:\thesis\images\10750624.jpg,1327,2206,2.927,original photograph,False,1,131143,1864,carte-de-visite,"Greiner, Albert"
161117,10750626,D:\thesis\images\10750626.jpg,1399,2126,2.974,original photograph,False,1,118562,1860,carte-de-visite,Maujean &amp; Leopold Dubois
161118,10750627,D:\thesis\images\10750627.jpg,1287,2134,2.746,original photograph,False,1,131144,1860,carte-de-visite,Anoniem
161119,10750628,D:\thesis\images\10750628.jpg,1431,2183,3.124,original photograph,False,1,131145,1860,carte-de-visite,"Zimmermans, Adolphe"
161120,10750629,D:\thesis\images\10750629.jpg,1351,2135,2.884,original photograph,False,1,120627,1860,carte-de-visite,"Pronk, Henri"
161121,10750630,D:\thesis\images\10750630.jpg,1327,2087,2.769,original photograph,False,1,120627,1860,carte-de-visite,"Pronk, Henri"
161122,10750631,D:\thesis\images\10750631.jpg,1391,2207,3.07,original photograph,False,1,104451,1864,carte-de-visite,Penabert &amp; Cie.
161123,10750632,D:\thesis\images\10750632.jpg,1287,2125,2.735,original photograph,False,1,131146,1860,carte-de-visite,Anoniem
161125,10750634,D:\thesis\images\10750634.jpg,1407,2189,3.08,original photograph,False,1,131152,1879,carte-de-visite,"Goedeljee, Jan"
161126,10750635,D:\thesis\images\10750635.jpg,1319,2213,2.919,original photograph,False,1,131150,1860,carte-de-visite,Wegner &amp; Mottu
161128,10750637,D:\thesis\images\10750637.jpg,1328,2213,2.939,original photograph,False,1,131152,1869,carte-de-visite,"Greiner, Albert"
161131,10750640,D:\thesis\images\10750640.jpg,1359,2231,3.032,original photograph,False,1,131155,1878,carte-de-visite,"Lavieter &amp; Co, De"
161132,10750641,D:\thesis\images\10750641.jpg,1407,2230,3.138,original photograph,False,1,131155,1882,carte-de-visite,Géruzet Frères
161133,10750642,D:\thesis\images\10750642.jpg,1447,2215,3.205,original photograph,False,1,131156,1860,carte-de-visite,Anoniem
161134,10750644,D:\thesis\images\10750644.jpg,1381,2199,3.037,original photograph,False,1,131159,1860,carte-de-visite,"Kolkow, Friedrich Julius von"
161136,10750646,D:\thesis\images\10750646.jpg,1269,2151,2.73,original photograph,False,1,131161,1860,carte-de-visite,Anoniem
161137,10750647,D:\thesis\images\10750647.jpg,1285,2143,2.754,original photograph,False,1,131162,1860,carte-de-visite,Anoniem
161138,10750648,D:\thesis\images\10750648.jpg,1352,2174,2.939,original photograph,False,1,131163,1875,carte-de-visite,"Wollrabe, Heinrich Wilhelm"
161139,9289803,D:\thesis\images\9289803.jpg,1758,2931,5.153,BD/RKD/IB/ORIGINALS (ON APPOINTMENT),False,1,131164,1860,carte-de-visite,"Pronk, Henri"
161140,10750650,D:\thesis\images\10750650.jpg,1320,1559,2.058,original photograph,False,1,131165,1860,carte-de-visite,Anoniem
161141,10750651,D:\thesis\images\10750651.jpg,1376,2182,3.002,original photograph,False,1,131166,1860,carte-de-visite,"Verveer, Maurits"
161142,10750652,D:\thesis\images\10750652.jpg,1319,2078,2.741,original photograph,False,1,131167,1860,carte-de-visite,"Pronk, Henri"
161145,10750655,D:\thesis\images\10750655.jpg,1319,2214,2.92,original photograph,False,1,131170,1860,carte-de-visite,"Serré, Lodewijk Hendrikus"
161146,10750656,D:\thesis\images\10750656.jpg,1399,2191,3.065,original photograph,False,1,131171,1860,carte-de-visite,"Jonker, Hendrik"
161147,10750664,D:\thesis\images\10750664.jpg,1383,2184,3.02,original photograph,False,1,16870,1894,carte-de-visite,Koene &amp; Büttinghausen
161148,10750665,D:\thesis\images\10750665.jpg,1415,2176,3.079,original photograph,False,1,131172,1860,carte-de-visite,Anoniem
161150,10750667,D:\thesis\images\10750667.jpg,1439,2232,3.212,original photograph,False,1,117176,1860,carte-de-visite,"Reesinck, J.C."
161151,10750668,D:\thesis\images\10750668.jpg,1438,2143,3.082,original photograph,False,1,131174,1860,carte-de-visite,"Bruining, Bernardus"
161152,10750669,D:\thesis\images\10750669.jpg,1414,2167,3.064,original photograph,False,1,131175,1885,carte-de-visite,"Oldenkamp, W."
161154,10750671,D:\thesis\images\10750671.jpg,1342,2231,2.994,original photograph,False,1,131177,1860,carte-de-visite,Anoniem
161155,10750672,D:\thesis\images\10750672.jpg,1367,2111,2.886,original photograph,False,1,131178,1871,carte-de-visite,"Kuipers, J. (fotograaf)"
161156,10750673,D:\thesis\images\10750673.jpg,1383,2095,2.897,original photograph,False,1,131179,1860,carte-de-visite,"Korfmacher, Gerard Karel Martin Hubert"
161157,10750674,D:\thesis\images\10750674.jpg,1359,2103,2.858,original photograph,False,1,131180,1860,carte-de-visite,Anoniem
161158,10750675,D:\thesis\images\10750675.jpg,1359,2199,2.988,original photograph,False,1,131181,1876,carte-de-visite,"Verveer, Maurits"
161159,10750676,D:\thesis\images\10750676.jpg,1333,2143,2.857,original photograph,False,1,131182,1864,carte-de-visite,"Greiner, Albert"
161161,10750678,D:\thesis\images\10750678.jpg,1341,2135,2.863,original photograph,False,1,131184,1860,carte-de-visite,"Thomas, W. (Darmstadt)"
161162,10750679,D:\thesis\images\10750679.jpg,1381,2207,3.048,original photograph,False,1,131185,1860,carte-de-visite,"Schuiten, H.PH.J."
161163,10750680,D:\thesis\images\10750680.jpg,1344,2095,2.816,original photograph,False,1,131186,1860,carte-de-visite,"Worp, Herman van der"
161164,10750681,D:\thesis\images\10750681.jpg,1424,2183,3.109,original photograph,False,1,131187,1891,carte-de-visite,"Levaque, Jerôme"
161165,10750682,D:\thesis\images\10750682.jpg,1344,2175,2.923,original photograph,False,1,131188,1903,carte-de-visite,"Thomann, Anton Cornelis"
161166,10750683,D:\thesis\images\10750683.jpg,1272,2103,2.675,original photograph,False,1,131189,1860,carte-de-visite,Anoniem
161167,10750684,D:\thesis\images\10750684.jpg,1343,2269,3.047,original photograph,False,1,131190,1930,carte-de-visite,Anoniem
161168,10750685,D:\thesis\images\10750685.jpg,1447,2197,3.179,original photograph,False,1,131191,1875,carte-de-visite,"Greiner, Albert"
161169,10750686,D:\thesis\images\10750686.jpg,1351,2189,2.957,original photograph,False,1,131191,1860,carte-de-visite,"Marcussen, Christiaan"
161170,10750687,D:\thesis\images\10750687.jpg,1383,2253,3.116,original photograph,False,1,131192,1864,carte-de-visite,"Greiner, Albert"
161171,10750688,D:\thesis\images\10750688.jpg,1317,2174,2.863,original photograph,False,1,131193,1860,carte-de-visite,"Vermeulen, Abraham Adrianus"
161172,10750689,D:\thesis\images\10750689.jpg,1341,2063,2.766,original photograph,False,1,131194,1860,carte-de-visite,Engelsch Photographisch Etablissement (Amsterdam)
161175,10750692,D:\thesis\images\10750692.jpg,1376,2237,3.078,original photograph,False,1,131197,1860,carte-de-visite,"Binger &amp; Co., Ch."
161177,10750694,D:\thesis\images\10750694.jpg,1320,2189,2.889,original photograph,False,1,131199,1866,carte-de-visite,"Dijk, Willem Cornelis van (1826-1881)"
161178,10750695,D:\thesis\images\10750695.jpg,1455,2197,3.197,original photograph,False,1,131200,1860,carte-de-visite,Anoniem
161179,10750696,D:\thesis\images\10750696.jpg,1439,2174,3.128,original photograph,False,1,131201,1860,carte-de-visite,"Verveer, Maurits"
161180,10750697,D:\thesis\images\10750697.jpg,1399,2174,3.041,original photograph,False,1,131202,1879,carte-de-visite,"Cordes, Gebrs."
161181,10750698,D:\thesis\images\10750698.jpg,1391,2182,3.035,original photograph,False,1,131203,1892,carte-de-visite,"Westerborg, Carel Eduard"
161182,10750699,D:\thesis\images\10750699.jpg,1391,2174,3.024,original photograph,False,1,131204,1860,carte-de-visite,"Beijnum, Johan van"
161183,10750700,D:\thesis\images\10750700.jpg,1471,2174,3.198,original photograph,False,1,131205,1860,carte-de-visite,"Kolkow, Friedrich Julius von"
161184,10750701,D:\thesis\images\10750701.jpg,1423,2206,3.139,original photograph,False,1,131205,1860,carte-de-visite,Anoniem
161185,10750702,D:\thesis\images\10750702.jpg,1367,2126,2.906,original photograph,False,1,131206,1905,carte-de-visite,"Weinberg, Abraham Salomon"
161186,10750703,D:\thesis\images\10750703.jpg,1399,2126,2.974,original photograph,False,1,131207,1892,carte-de-visite,"Westerborg, Carel Eduard"
161187,10750704,D:\thesis\images\10750704.jpg,1430,2222,3.177,original photograph,False,1,131208,1870,carte-de-visite,"Binger &amp; Co., Ch."
161188,10750705,D:\thesis\images\10750705.jpg,1358,2126,2.887,original photograph,False,1,131209,1860,carte-de-visite,Binger's
161189,10750706,D:\thesis\images\10750706.jpg,1390,2214,3.077,original photograph,False,1,131209,1860,carte-de-visite,Wegner &amp; Mottu
